PUFC05_AGE,PUFC06_MSTAT,PUFC04_SEX,PUFC07_GRADE,PUFC08_CURSCH,PUFC38_PREVJOB,PUFC31_FLWRK,PUFC30_LOOKW,PUFC34_WYNOT
43,2,2,700,-1,1,-1,2,7
7,1,2,700,1,-1,-1,-1,-1
47,2,2,700,-1,1,-1,2,7
22,2,2,700,2,1,-1,2,7
5,1,2,700,1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
27,2,2,700,-1,1,-1,2,7
10,1,1,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
21,1,1,700,1,2,-1,2,8
10,1,2,700,1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
71,2,2,700,-1,1,-1,2,6
30,1,1,700,-1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
23,2,2,700,2,1,-1,2,7
54,2,2,700,-1,1,-1,2,7
24,1,1,700,1,1,-1,2,8
35,2,1,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
14,1,2,700,1,-1,-1,-1,-1
62,3,2,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
19,1,1,700,1,-1,-1,-1,-1
55,2,2,700,-1,2,-1,2,7
11,1,2,700,1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
39,1,2,700,-1,1,-1,2,7
15,1,1,700,1,2,-1,2,8
25,2,2,700,-1,2,-1,2,7
73,1,2,700,-1,1,-1,2,6
31,2,2,700,-1,-1,-1,-1,-1
18,1,1,700,2,-1,-1,-1,-1
28,1,2,700,-1,-1,-1,-1,-1
38,2,1,700,-1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
32,1,1,700,-1,1,-1,2,7
48,2,2,700,-1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
67,2,2,700,-1,-1,-1,-1,-1
39,2,1,700,-1,-1,-1,-1,-1
19,1,1,700,1,2,-1,2,8
35,2,2,700,-1,2,-1,2,7
7,1,2,700,1,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
29,1,1,700,-1,-1,-1,-1,-1
23,2,2,700,2,1,-1,2,7
28,1,2,700,-1,1,-1,2,7
17,1,1,700,2,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
15,1,1,700,1,2,-1,2,8
11,1,1,700,1,-1,-1,-1,-1
43,2,1,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
44,1,2,700,-1,-1,-1,-1,-1
63,2,2,700,-1,2,-1,2,7
65,2,2,700,-1,1,-1,2,7
18,1,2,700,1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
50,2,1,700,-1,1,-1,2,1
15,1,2,700,1,2,-1,2,7
51,2,1,700,-1,-1,-1,-1,-1
58,2,2,700,-1,-1,-1,-1,-1
39,4,2,700,-1,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
13,1,2,700,1,-1,-1,-1,-1
29,1,1,700,-1,-1,-1,-1,-1
58,2,1,700,-1,-1,-1,-1,-1
26,1,1,700,-1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
6,1,2,700,1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
23,1,2,700,2,-1,-1,-1,-1
62,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
83,3,2,700,-1,1,-1,2,6
26,1,1,700,-1,1,2,1,-1
21,1,1,700,2,-1,-1,-1,-1
76,3,2,700,-1,1,-1,2,6
29,2,2,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
38,2,2,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
39,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
32,1,2,700,-1,2,-1,2,7
5,1,2,700,1,-1,-1,-1,-1
33,2,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
14,1,2,700,1,-1,-1,-1,-1
63,3,2,700,-1,2,-1,2,6
8,1,1,700,1,-1,-1,-1,-1
22,2,1,700,1,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
69,1,2,700,-1,1,-1,2,6
56,4,2,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
25,1,2,700,-1,-1,-1,-1,-1
39,4,1,700,-1,-1,-1,-1,-1
27,2,2,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
38,2,1,700,-1,-1,-1,-1,-1
43,2,1,700,-1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
21,1,1,700,1,1,-1,2,8
60,2,1,700,-1,-1,-1,-1,-1
66,2,1,700,-1,1,-1,2,3
71,2,2,700,-1,-1,-1,-1,-1
19,2,1,700,2,-1,-1,-1,-1
36,2,2,700,-1,1,-1,2,7
27,2,2,700,-1,1,-1,2,7
10,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
15,1,1,700,1,2,-1,2,8
28,2,1,700,-1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
47,1,1,700,-1,-1,-1,-1,-1
57,4,2,700,-1,1,-1,2,6
19,1,1,700,1,-1,-1,-1,-1
36,2,2,700,-1,1,-1,2,7
76,3,2,700,-1,1,-1,2,6
54,2,2,700,-1,-1,-1,-1,-1
25,1,2,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
29,2,2,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
60,2,2,700,-1,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
37,2,2,700,-1,2,-1,2,7
9,1,1,700,1,-1,-1,-1,-1
17,2,2,700,2,1,-1,2,5
7,1,1,700,1,-1,-1,-1,-1
10,1,2,700,1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
42,4,1,700,-1,-1,-1,-1,-1
54,2,2,700,-1,-1,-1,-1,-1
28,2,1,700,-1,1,-1,2,9
32,2,2,700,-1,1,-1,2,7
10,1,2,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
28,2,2,700,-1,2,-1,2,7
30,2,1,700,-1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
24,2,2,700,2,1,-1,2,7
15,1,1,700,1,2,-1,2,8
19,1,2,700,2,-1,-1,-1,-1
25,2,2,700,-1,1,-1,2,7
15,1,2,700,1,2,-1,2,8
75,3,2,700,-1,1,-1,2,6
16,1,1,700,1,2,-1,2,8
29,2,2,700,-1,2,2,1,-1
33,4,2,700,-1,-1,-1,-1,-1
22,1,1,700,2,1,-1,2,9
20,1,2,700,2,1,-1,2,4
19,2,2,700,2,2,1,1,-1
37,2,1,700,-1,-1,-1,-1,-1
42,2,1,700,-1,-1,-1,-1,-1
90,3,2,700,-1,1,-1,2,6
11,1,2,700,1,-1,-1,-1,-1
23,1,2,700,2,2,-1,2,1
66,2,2,700,-1,1,-1,2,3
7,1,1,700,1,-1,-1,-1,-1
16,1,2,700,2,2,-1,2,6
17,1,2,700,2,2,-1,2,6
25,2,1,700,-1,-1,-1,-1,-1
14,1,2,700,2,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
23,2,2,700,2,-1,-1,-1,-1
18,1,1,700,1,2,-1,2,8
63,2,2,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
39,2,1,700,-1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
60,3,1,700,-1,-1,-1,-1,-1
42,2,2,700,-1,2,-1,2,7
15,1,1,700,1,2,-1,2,8
34,2,1,700,-1,-1,-1,-1,-1
62,3,2,700,-1,1,-1,2,7
10,1,2,700,1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
42,2,1,700,-1,-1,-1,-1,-1
29,2,2,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
27,2,2,700,-1,2,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
50,2,2,700,-1,-1,-1,-1,-1
31,1,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
33,1,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
22,1,2,700,2,1,-1,2,9
50,2,2,700,-1,2,-1,2,7
45,2,1,700,-1,-1,-1,-1,-1
23,1,1,700,2,1,-1,2,6
15,1,1,700,1,2,-1,2,7
23,2,1,700,2,-1,-1,-1,-1
61,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
28,2,2,700,-1,-1,-1,-1,-1
74,2,1,700,-1,1,-1,2,6
60,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
66,2,2,700,-1,-1,-1,-1,-1
35,2,2,700,-1,-1,-1,-1,-1
37,2,2,700,-1,1,2,1,-1
67,2,1,700,-1,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
16,1,2,700,1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
62,3,2,700,-1,-1,-1,-1,-1
25,1,1,700,-1,1,-1,2,5
38,2,2,700,-1,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
40,2,2,700,-1,-1,-1,-1,-1
33,2,1,700,-1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
31,2,2,700,-1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
34,2,2,700,-1,1,-1,2,7
58,2,1,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
12,1,2,700,1,-1,-1,-1,-1
42,2,2,700,-1,-1,-1,-1,-1
37,2,2,700,-1,-1,-1,-1,-1
42,2,2,700,-1,1,-1,2,7
16,1,1,700,1,2,-1,2,8
19,1,1,700,1,2,-1,2,8
89,3,2,700,-1,1,-1,2,6
20,1,1,700,2,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
45,2,2,700,-1,1,-1,2,4
20,1,1,700,2,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
40,4,2,700,-1,1,-1,2,7
50,2,1,700,-1,-1,-1,-1,-1
26,1,1,700,-1,-1,-1,-1,-1
55,2,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
18,1,1,700,2,2,-1,2,7
55,2,2,700,-1,-1,-1,-1,-1
5,1,1,700,2,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
16,1,1,700,1,2,-1,2,8
40,4,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
45,4,1,700,-1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
39,2,1,700,-1,-1,-1,-1,-1
53,2,1,700,-1,1,-1,2,9
30,2,1,700,-1,-1,-1,-1,-1
72,2,1,700,-1,1,-1,2,6
84,1,2,700,-1,2,-1,2,6
20,1,1,700,1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
49,2,2,700,-1,-1,-1,-1,-1
45,2,2,700,-1,-1,-1,-1,-1
19,1,2,700,1,2,-1,2,8
6,1,1,700,1,-1,-1,-1,-1
15,1,2,700,1,2,-1,2,8
33,2,1,700,-1,-1,-1,-1,-1
32,1,2,700,-1,-1,-1,-1,-1
65,2,1,700,-1,1,-1,2,6
43,4,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
51,2,2,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
65,3,2,700,-1,1,-1,2,6
24,1,2,700,2,-1,-1,-1,-1
36,1,2,700,-1,-1,-1,-1,-1
57,2,1,700,-1,-1,-1,-1,-1
17,1,1,700,2,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
9,1,1,700,1,-1,-1,-1,-1
59,2,2,700,-1,-1,-1,-1,-1
52,2,2,700,-1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
83,2,2,700,-1,1,-1,2,7
37,2,2,700,-1,1,-1,2,7
5,1,2,700,1,-1,-1,-1,-1
48,3,2,700,-1,-1,-1,-1,-1
18,1,1,700,1,2,-1,2,8
6,1,1,700,1,-1,-1,-1,-1
25,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
6,1,2,700,1,-1,-1,-1,-1
42,2,2,700,-1,2,-1,2,7
64,3,2,700,-1,-1,-1,-1,-1
64,3,2,700,-1,-1,-1,-1,-1
51,2,2,700,-1,2,-1,2,7
18,1,1,700,1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
13,1,2,700,1,-1,-1,-1,-1
59,4,2,700,-1,1,-1,2,7
16,1,1,700,1,2,-1,2,8
14,1,2,700,1,-1,-1,-1,-1
11,1,2,700,1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
23,1,1,700,2,2,-1,2,9
29,2,2,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
53,1,2,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
35,2,1,700,-1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
32,1,2,700,-1,-1,-1,-1,-1
57,2,2,700,-1,-1,-1,-1,-1
26,1,2,700,-1,1,-1,2,7
56,3,2,700,-1,1,-1,2,7
6,1,2,700,1,-1,-1,-1,-1
54,3,2,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
15,1,1,700,1,2,-1,2,8
28,2,2,700,-1,1,-1,2,7
40,2,2,700,-1,1,-1,2,7
29,2,1,700,-1,-1,-1,-1,-1
45,2,2,700,-1,-1,-1,-1,-1
59,2,1,700,-1,-1,-1,-1,-1
26,2,1,700,-1,1,-1,2,7
52,2,2,700,-1,-1,-1,-1,-1
24,2,1,700,2,2,-1,2,2
36,2,2,700,-1,1,-1,2,7
70,2,1,700,-1,1,-1,2,7
28,1,2,700,-1,2,-1,2,7
6,1,1,700,1,-1,-1,-1,-1
55,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
40,2,1,700,-1,1,2,1,-1
20,1,2,700,2,1,-1,2,8
10,1,1,700,1,-1,-1,-1,-1
24,2,1,700,2,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
34,2,2,700,-1,1,-1,2,7
41,2,2,700,-1,1,-1,2,7
54,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,9
29,2,2,700,-1,1,-1,2,7
11,1,1,700,1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
29,2,2,700,-1,-1,-1,-1,-1
56,2,1,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
44,2,2,700,-1,-1,-1,-1,-1
36,2,1,700,-1,-1,-1,-1,-1
70,2,1,700,-1,-1,-1,-1,-1
46,2,2,700,-1,2,-1,2,7
9,1,2,700,1,-1,-1,-1,-1
33,2,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
39,2,1,700,-1,-1,-1,-1,-1
64,2,2,700,-1,-1,-1,-1,-1
20,1,2,700,1,2,-1,2,8
51,2,2,700,-1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
20,1,1,700,2,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,8
82,2,1,700,-1,1,-1,2,6
34,2,2,700,-1,2,-1,2,7
57,2,2,700,-1,-1,-1,-1,-1
28,2,2,700,-1,-1,-1,-1,-1
37,2,2,700,-1,-1,-1,-1,-1
22,1,1,700,2,2,1,1,-1
16,1,1,700,2,-1,-1,-1,-1
19,1,2,700,1,-1,-1,-1,-1
30,1,1,700,-1,-1,-1,-1,-1
65,1,2,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
16,1,2,700,1,-1,-1,-1,-1
27,1,2,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
39,2,2,700,-1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
7,1,2,700,1,-1,-1,-1,-1
22,1,2,700,1,2,-1,2,8
8,1,1,700,1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
30,2,2,700,-1,2,-1,2,7
24,1,1,700,2,2,-1,2,6
10,1,2,700,1,-1,-1,-1,-1
30,2,2,700,-1,2,-1,2,7
34,2,1,700,-1,1,-1,2,3
34,2,1,700,-1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
44,2,1,700,-1,-1,-1,-1,-1
45,2,2,700,-1,2,-1,2,7
45,2,2,700,-1,-1,-1,-1,-1
29,2,2,700,-1,1,-1,2,7
59,1,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
60,2,2,700,-1,2,-1,2,7
8,1,1,700,1,-1,-1,-1,-1
51,3,2,700,-1,-1,-1,-1,-1
17,2,2,700,2,2,-1,2,7
76,3,2,700,-1,1,-1,2,6
32,1,2,700,-1,-1,-1,-1,-1
62,1,1,700,-1,-1,-1,-1,-1
42,1,1,700,-1,-1,-1,-1,-1
53,3,2,700,-1,-1,-1,-1,-1
17,1,2,700,1,1,-1,2,8
56,2,2,700,-1,-1,-1,-1,-1
37,2,1,700,-1,-1,-1,-1,-1
21,1,1,700,1,2,-1,2,8
20,2,2,700,2,2,-1,2,7
12,1,1,700,1,-1,-1,-1,-1
67,2,1,700,-1,1,-1,2,3
38,2,2,700,-1,1,-1,2,7
16,1,2,700,1,2,-1,2,8
25,1,1,700,-1,-1,-1,-1,-1
8,1,2,700,1,-1,-1,-1,-1
17,1,1,700,1,-1,-1,-1,-1
35,2,2,700,-1,1,-1,2,7
23,1,1,700,2,-1,-1,-1,-1
61,3,2,700,-1,1,-1,2,6
24,2,2,700,2,-1,-1,-1,-1
30,2,2,700,-1,2,-1,2,7
19,2,2,700,2,2,-1,2,7
6,1,1,700,1,-1,-1,-1,-1
42,2,2,700,-1,-1,-1,-1,-1
57,2,1,700,-1,-1,-1,-1,-1
32,2,1,700,-1,-1,-1,-1,-1
81,3,1,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
27,2,2,700,-1,1,-1,2,7
54,2,2,700,-1,1,-1,2,7
15,1,1,700,1,2,-1,2,8
58,2,1,700,-1,-1,-1,-1,-1
16,1,2,700,1,2,-1,2,9
35,2,1,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
60,2,1,700,-1,-1,-1,-1,-1
42,2,1,700,-1,-1,-1,-1,-1
51,2,1,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
64,2,2,700,-1,1,-1,2,6
22,2,2,700,2,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
21,1,2,700,1,2,-1,2,8
13,1,1,700,1,-1,-1,-1,-1
71,3,2,700,-1,1,-1,2,6
43,2,2,700,-1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
38,2,1,700,-1,-1,-1,-1,-1
22,1,1,700,2,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
69,3,1,700,-1,1,-1,2,6
22,2,1,700,2,-1,-1,-1,-1
49,2,2,700,-1,1,-1,2,7
15,1,2,700,1,2,-1,2,8
37,2,1,700,-1,-1,-1,-1,-1
52,2,1,700,-1,-1,-1,-1,-1
78,2,1,700,-1,1,-1,2,6
78,3,2,700,-1,2,-1,2,6
43,2,1,700,-1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
5,1,1,700,1,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
21,1,1,700,2,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
25,1,2,700,-1,1,-1,2,7
66,3,2,700,-1,1,-1,2,7
7,1,1,700,1,-1,-1,-1,-1
81,3,2,700,-1,1,-1,2,6
44,2,1,700,-1,-1,-1,-1,-1
21,1,2,700,2,2,-1,2,7
13,1,1,700,1,-1,-1,-1,-1
42,2,2,700,-1,1,-1,2,7
22,1,1,700,1,-1,-1,-1,-1
34,2,2,700,-1,-1,-1,-1,-1
44,2,2,700,-1,2,-1,2,7
8,1,1,700,1,-1,-1,-1,-1
80,2,1,700,-1,1,-1,2,6
14,1,2,700,1,-1,-1,-1,-1
66,3,2,700,-1,1,-1,2,6
16,1,2,700,2,2,-1,2,6
59,2,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
38,2,2,700,-1,1,-1,2,7
26,1,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
80,2,2,700,-1,1,-1,2,6
28,2,2,700,-1,1,2,1,-1
27,2,2,700,-1,1,-1,2,7
39,2,2,700,-1,-1,-1,-1,-1
24,1,2,700,2,-1,-1,-1,-1
18,1,1,700,2,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
47,2,2,700,-1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
30,2,2,700,-1,2,-1,2,7
45,2,1,700,-1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
43,2,2,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
18,1,2,700,1,2,-1,2,8
35,2,1,700,-1,-1,-1,-1,-1
36,2,2,700,-1,1,-1,2,7
22,1,1,700,1,2,-1,2,8
7,1,1,700,1,-1,-1,-1,-1
9,1,2,700,1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
28,2,2,700,-1,2,-1,2,7
10,1,2,700,1,-1,-1,-1,-1
32,1,1,700,-1,1,-1,2,7
12,1,1,700,1,-1,-1,-1,-1
36,4,2,700,-1,-1,-1,-1,-1
34,2,1,700,-1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
20,1,2,700,2,-1,-1,-1,-1
27,2,1,700,-1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
27,1,1,700,-1,2,-1,2,7
26,1,1,700,-1,-1,-1,-1,-1
49,2,1,700,-1,-1,-1,-1,-1
17,1,2,700,2,1,-1,2,7
42,2,2,700,-1,-1,-1,-1,-1
20,1,2,700,2,2,-1,2,9
55,2,2,700,-1,1,-1,2,7
52,2,2,700,-1,1,-1,2,7
13,1,2,700,1,-1,-1,-1,-1
26,1,1,700,-1,2,-1,2,8
28,2,1,700,-1,-1,-1,-1,-1
57,2,1,700,-1,-1,-1,-1,-1
26,2,2,700,-1,-1,-1,-1,-1
54,2,2,700,-1,-1,-1,-1,-1
46,2,2,700,-1,-1,-1,-1,-1
26,1,2,700,-1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
28,2,1,700,-1,-1,-1,-1,-1
48,2,1,700,-1,-1,-1,-1,-1
38,2,2,700,-1,1,-1,2,7
8,1,1,700,1,-1,-1,-1,-1
13,1,1,700,1,-1,-1,-1,-1
14,1,2,700,1,-1,-1,-1,-1
41,2,2,700,-1,1,-1,2,7
21,1,2,700,1,2,-1,2,8
15,1,1,700,1,2,-1,2,8
46,2,1,700,-1,-1,-1,-1,-1
30,1,1,700,-1,1,2,1,-1
43,2,1,700,-1,-1,-1,-1,-1
40,2,2,700,-1,1,-1,2,7
26,2,2,700,-1,1,-1,2,7
37,2,1,700,-1,-1,-1,-1,-1
7,1,1,700,1,-1,-1,-1,-1
14,1,1,700,1,-1,-1,-1,-1
6,1,1,700,1,-1,-1,-1,-1
29,2,1,700,-1,-1,-1,-1,-1
33,1,1,700,-1,2,-1,2,7
53,2,1,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
23,1,1,700,2,-1,-1,-1,-1
46,2,1,700,-1,-1,-1,-1,-1
5,1,2,700,1,-1,-1,-1,-1
11,1,2,700,2,-1,-1,-1,-1
65,2,1,700,-1,2,-1,2,6
17,1,2,700,1,-1,-1,-1,-1
20,1,1,700,2,1,2,1,-1
27,1,1,700,-1,-1,-1,-1,-1
17,1,2,700,1,2,-1,2,8
37,2,2,700,-1,1,-1,2,7
35,2,1,700,-1,-1,-1,-1,-1
8,1,1,700,1,-1,-1,-1,-1
53,2,2,700,-1,-1,-1,-1,-1
56,3,2,700,-1,-1,-1,-1,-1
23,1,2,700,2,-1,-1,-1,-1
11,1,1,700,1,-1,-1,-1,-1
26,2,2,700,-1,1,-1,2,7
21,1,1,700,2,-1,-1,-1,-1
15,1,1,700,1,2,-1,2,8
31,2,2,700,-1,-1,-1,-1,-1
26,1,1,700,-1,-1,-1,-1,-1
18,1,2,700,2,2,-1,2,7
17,1,2,700,1,2,-1,2,8
11,1,2,700,1,-1,-1,-1,-1
31,2,1,700,-1,-1,-1,-1,-1
12,1,1,700,1,-1,-1,-1,-1
25,1,1,700,-1,-1,-1,-1,-1
12,1,1,700,2,-1,-1,-1,-1
51,4,1,700,-1,-1,-1,-1,-1
32,1,2,700,-1,1,-1,2,8
13,1,1,700,1,-1,-1,-1,-1
76,2,1,700,-1,1,-1,2,6
21,2,2,700,2,-1,-1,-1,-1
20,1,1,700,1,2,-1,2,8
47,2,2,700,-1,-1,-1,-1,-1
26,2,1,700,-1,-1,-1,-1,-1
50,2,1,700,-1,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
78,2,1,700,-1,1,-1,2,6
11,1,1,700,1,-1,-1,-1,-1
69,3,2,700,-1,1,-1,2,7
23,2,1,700,2,-1,-1,-1,-1
10,1,1,700,1,-1,-1,-1,-1
